-32656	  -2147480648	     -9.000	xx                                                                                                                                     	cc                                                                                                                                     	yy                                                                                                                                             	     64.000	-32556	yyy                                                                                                                                    	   -343.000	  -2147477648	ccc                                                                               	   1296.000	-32456	yyyy                     	  -3125.000	xxx                                                                                                                   	  -2147474648	-32356	y    	   4096.000	cccc                                       	  -2147471648	  -2187.000	xxxx                    	-32256	ccccc     	-32156	xxxxx                  	  -2147468648	    256.000	-32056
-24956	  -2147315648	-48.828e+06	xxxxxxxxxxxxxxxxxxxxxxx                                                                                                                	cccccccccccccccccccccccccccccccccccccccccccccc                                                                                         	yy                                                                                                                                             	 16.777e+06	-24856	yyy                                                                                                                                    	-15.943e+05	  -2147312648	ccccccccccccccccccccccccccccccccccccccccccccccc                                   	  16384.000	-24756	yyyy                     	     -1.000	xxxxxxxxxxxxxxxxxxxxxxxx                                                                                              	  -2147309648	-24656	y    	      0.000	ccccccccccccccccccccccccccccccccccccccccccc	  -2147306648	      1.000	xxxxxxxxxxxxxxxxxxxxxxxx	-24556	cccccccccc	-24456	xxxxxxxxxxxxxxxxxxxxxxx	  -2147303648	 262144.000	-24356
-24256	  -2147300648	 11.622e+08	xxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                                                            	cccccccccccccccccccccccccccccccccccccccccccccccccc                                                                                     	yy                                                                                                                                             	 10.995e+11	-24156	yyy                                                                                                                                    	 47.683e+13	  -2147297648	ccccccccccccccccccccccccccccccccccccccccccccccccccc                               	 13.162e+16	-24056	yyyy                     	 27.368e+18	xxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                                          	  -2147294648	-23956	y    	 47.223e+20	ccccccccccccccccccccccccccccccccccccccccccc	  -2147291648	 71.789e+22	xxxxxxxxxxxxxxxxxxxxxxxx	-23856	cccccccccc	-23756	xxxxxxxxxxxxxxxxxxxxxxx	  -2147288648	 10.000e+25	-23656
-23556	  -2147285648	-10.000e+26	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                                                        	cccccccccccccccccccccccccccccccccccccccccccccccccccccc                                                                                 	yy                                                                                                                                             	 52.334e+25	-23456	yyy                                                                                                                                    	-15.474e+25	  -2147282648	ccccccccccccccccccccccccccccccccccccccccccccccccccccccc                           	 22.539e+24	-23356	yyyy                     	-13.264e+23	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                                      	  -2147279648	-23256	y    	 23.283e+21	ccccccccccccccccccccccccccccccccccccccccccc	  -2147276648	-73.787e+18	xxxxxxxxxxxxxxxxxxxxxxxx	-23156	cccccccccc	-23056	xxxxxxxxxxxxxxxxxxxxxxx	  -2147273648	 16.677e+15	-22956
-22856	  -2147270648	-34.360e+09	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                                                    	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                                                                             	yy                                                                                                                                             	      1.000	-22756	yyy                                                                                                                                    	      0.000	  -2147267648	ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                       	      1.000	-22656	yyyy                     	 54.975e+10	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                                  	  -2147264648	-22556	y    	      3.000	ccccccccccccccccccccccccccccccccccccccccccc	  -2147261648	     16.000	xxxxxxxxxxxxxxxxxxxxxxxx	-22456	cccccccccc	-22356	xxxxxxxxxxxxxxxxxxxxxxx	  -2147258648	    125.000	-22256
-22156	  -2147255648	   1296.000	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                                                	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                                                                         	yy                                                                                                                                             	  16807.000	-22056	yyy                                                                                                                                    	 262144.000	  -2147252648	ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                   	4782969.000	-21956	yyyy                     	 10.000e+07	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                              	  -2147249648	-21856	y    	-10.000e+08	ccccccccccccccccccccccccccccccccccccccccccc	  -2147246648	 34.867e+08	xxxxxxxxxxxxxxxxxxxxxxxx	-21756	cccccccccc	-21656	xxxxxxxxxxxxxxxxxxxxxxx	  -2147243648	-85.899e+08	-21556
-21456	  -2147240648	 13.841e+09	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                                            	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                                                                     	yy                                                                                                                                             	-13.061e+09	-21356	yyy                                                                                                                                    	 61.035e+08	  -2147237648	ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc               	-10.737e+08	-21256	yyyy                     	 43.046e+06	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                          	  -2147234648	-21156	y    	-131072.000	ccccccccccccccccccccccccccccccccccccccccccc	  -2147231648	      1.000	xxxxxxxxxxxxxxxxxxxxxxxx	-21056	cccccccccc	-20956	xxxxxxxxxxxxxxxxxxxxxxx	  -2147228648	      0.000	-20856
-20756	  -2147225648	      1.000	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                                        	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                                                                 	yy                                                                                                                                             	2097152.000	-20656	yyy                                                                                                                                    	 31.381e+09	  -2147222648	ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc           	 70.368e+12	-20556	yyyy                     	 59.604e+15	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                      	  -2147219648	-20456	y    	 28.430e+18	ccccccccccccccccccccccccccccccccccccccccccc	  -2147216648	 93.874e+20	xxxxxxxxxxxxxxxxxxxxxxxx	-20356	cccccccccc	-20256	xxxxxxxxxxxxxxxxxxxxxxx	  -2147213648	 24.178e+23	-20156
-20056	  -2147210648	 52.334e+25	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                                    	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                                                             	yy                                                                                                                                             	 10.000e+28	-19956	yyy                                                                                                                                    	 10.000e+29	  -2147207648	ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc       	-38.152e+28	-19856	yyyy                     	 79.228e+27	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                  	  -2147204648	-19756	y    	-77.310e+26	ccccccccccccccccccccccccccccccccccccccccccc	  -2147201648	 28.651e+25	xxxxxxxxxxxxxxxxxxxxxxxx	-19656	cccccccccc	-19556	xxxxxxxxxxxxxxxxxxxxxxx	  -2147198648	-29.104e+23	-19456
-19356	  -2147195648	 47.223e+20	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                                	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                                                         	yy                                                                                                                                             	-45.028e+16	-19256	yyy                                                                                                                                    	 27.487e+10	  -2147192648	ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc   	     -1.000	-19156	yyyy                     	      0.000	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                              	  -2147189648	-19056	y    	      1.000	ccccccccccccccccccccccccccccccccccccccccccc	  -2147186648	      8.000	xxxxxxxxxxxxxxxxxxxxxxxx	-18956	cccccccccc	-18856	xxxxxxxxxxxxxxxxxxxxxxx	  -2147183648	     81.000	-18756
-18656	  -2147180648	   1024.000	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                            	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                                                     	yy                                                                                                                                             	  15625.000	-18556	yyy                                                                                                                                    	 279936.000	  -2147177648	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc	5764801.000	-18456	yyyy                     	 13.421e+07	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                          	  -2147174648	-18356	y    	 34.867e+08	ccccccccccccccccccccccccccccccccccccccccccc	  -2147171648	 10.000e+10	xxxxxxxxxxxxxxxxxxxxxxxx	-18256	cccccccccc	-18156	xxxxxxxxxxxxxxxxxxxxxxx	  -2147168648	 10.000e+11	-18056
-17956	  -2147165648	-25.419e+11	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                        	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                                                 	yy                                                                                                                                             	 43.980e+11	-17856	yyy                                                                                                                                    	-47.476e+11	  -2147162648	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc	 28.211e+11	-17756	yyyy                     	-76.294e+10	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                      	  -2147159648	-17656	y    	 68.719e+09	ccccccccccccccccccccccccccccccccccccccccccc	  -2147156648	-11.623e+08	xxxxxxxxxxxxxxxxxxxxxxxx	-17556	cccccccccc	-17456	xxxxxxxxxxxxxxxxxxxxxxx	  -2147153648	1048576.000	-17356
-17256	  -2147150648	     -1.000	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                    	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                                             	yy                                                                                                                                             	      0.000	-17156	yyy                                                                                                                                    	      1.000	  -2147147648	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc	 16.777e+06	-17056	yyyy                     	 84.728e+10	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                  	  -2147144648	-16956	y    	 45.036e+14	ccccccccccccccccccccccccccccccccccccccccccc	  -2147141648	 74.505e+17	xxxxxxxxxxxxxxxxxxxxxxxx	-16856	cccccccccc	-16756	xxxxxxxxxxxxxxxxxxxxxxx	  -2147138648	 61.409e+20	-16656
-16556	  -2147135648	 32.199e+23	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                                	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                                         	yy                                                                                                                                             	 12.379e+26	-16456	yyy                                                                                                                                    	 38.152e+28	  -2147132648	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc	 10.000e+31	-16356	yyyy                     	-10.000e+32	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                              	  -2147129648	-16256	y    	 27.812e+31	ccccccccccccccccccccccccccccccccccccccccccc	  -2147126648	-40.565e+30	xxxxxxxxxxxxxxxxxxxxxxxx	-16156	cccccccccc	-16056	xxxxxxxxxxxxxxxxxxxxxxx	  -2147123648	 26.517e+29	-15956
-15856	  -2147120648	-61.887e+27	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                            	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                                     	yy                                                                                                                                             	 36.379e+25	-15756	yyy                                                                                                                                    	-30.223e+22	  -2147117648	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc	     -3.000	-15656	yyyy                     	      4.000	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                          	  -2147114648	-15556	y    	     -1.000	ccccccccccccccccccccccccccccccccccccccccccc	  -2147111648	      0.000	xxxxxxxxxxxxxxxxxxxxxxxx	-15456	cccccccccc	-15356	xxxxxxxxxxxxxxxxxxxxxxx	  -2147108648	      1.000	-15256
-15156	  -2147105648	     64.000	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                        	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                                 	yy                                                                                                                                             	   2187.000	-15056	yyy                                                                                                                                    	  65536.000	  -2147102648	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc	1953125.000	-14956	yyyy                     	 60.466e+06	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                      	  -2147099648	-14856	y    	 19.773e+08	ccccccccccccccccccccccccccccccccccccccccccc	  -2147096648	 68.719e+09	xxxxxxxxxxxxxxxxxxxxxxxx	-14756	cccccccccc	-14656	xxxxxxxxxxxxxxxxxxxxxxx	  -2147093648	 25.418e+11	-14556
-14456	  -2147090648	 10.000e+13	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                    	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                             	yy                                                                                                                                             	-10.000e+14	-14356	yyy                                                                                                                                    	 18.530e+14	  -2147087648	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc	-22.518e+14	-14256	yyyy                     	 16.284e+14	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                  	  -2147084648	-14156	y    	-60.936e+13	ccccccccccccccccccccccccccccccccccccccccccc	  -2147081648	 95.367e+12	xxxxxxxxxxxxxxxxxxxxxxxx	-14056	cccccccccc	-13956	xxxxxxxxxxxxxxxxxxxxxxx	  -2147078648	-43.980e+11	-13856
-13756	  -2147075648	 31.381e+09	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                                	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                         	yy                                                                                                                                             	-83.886e+05	-13656	yyy                                                                                                                                    	      1.000	  -2147072648	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc	      0.000	-13556	yyyy                     	      1.000	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                              	  -2147069648	-13456	y    	 13.421e+07	ccccccccccccccccccccccccccccccccccccccccccc	  -2147066648	 22.876e+12	xxxxxxxxxxxxxxxxxxxxxxxx	-13356	cccccccccc	-13256	xxxxxxxxxxxxxxxxxxxxxxx	  -2147063648	 28.823e+16	-13156
-13056	  -2147060648	 93.132e+19	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                            	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                     	yy                                                                                                                                             	 13.264e+23	-12956	yyy                                                                                                                                    	 11.044e+26	  -2147057648	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc	 63.382e+28	-12856	yyyy                     	 27.812e+31	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                          	  -2147054648	-12756	y    	 10.000e+34	ccccccccccccccccccccccccccccccccccccccccccc	  -2147051648	 10.000e+35	xxxxxxxxxxxxxxxxxxxxxxxx	-12656	cccccccccc	-12556	xxxxxxxxxxxxxxxxxxxxxxx	  -2147048648	-20.276e+34	-12456
-12356	  -2147045648	 20.769e+33	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                        	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc                 	yy                                                                                                                                             	-90.954e+31	-12256	yyy                                                                                                                                    	     -6.000	  -2147042648	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc	     25.000	-12156	yyyy                     	    -64.000	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                      	  -2147039648	-12056	y    	     81.000	ccccccccccccccccccccccccccccccccccccccccccc	  -2147036648	    -32.000	xxxxxxxxxxxxxxxxxxxxxxxx	-11956	cccccccccc	-11856	xxxxxxxxxxxxxxxxxxxxxxx	  -2147033648	      1.000	-11756
-11656	  -2147030648	      0.000	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                    	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc             	yy                                                                                                                                             	      1.000	-11556	yyy                                                                                                                                    	    512.000	  -2147027648	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc	  59049.000	-11456	yyyy                     	4194304.000	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                  	  -2147024648	-11356	y    	 24.414e+07	ccccccccccccccccccccccccccccccccccccccccccc	  -2147021648	 13.060e+09	xxxxxxxxxxxxxxxxxxxxxxxx	-11256	cccccccccc	-11156	xxxxxxxxxxxxxxxxxxxxxxx	  -2147018648	 67.822e+10	-11056
-10956	  -2147015648	 35.184e+12	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                                	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc         	yy                                                                                                                                             	 18.530e+14	-10856	yyy                                                                                                                                    	 10.000e+16	  -2147012648	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc	 10.000e+17	-10756	yyyy                     	-13.509e+17	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx              	  -2147009648	-10656	y    	 11.529e+17	ccccccccccccccccccccccccccccccccccccccccccc	  -2147006648	-55.855e+16	xxxxxxxxxxxxxxxxxxxxxxxx	-10556	cccccccccc	-10456	xxxxxxxxxxxxxxxxxxxxxxx	  -2147003648	 13.162e+16	-10356
-10256	  -2147000648	-11.921e+15	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx                            	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc     	yy                                                                                                                                             	 28.147e+13	-10156	yyy                                                                                                                                    	-84.729e+10	  -2146997648	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc	 67.108e+06	-10056	yyyy                     	     -1.000	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx          	  -2146994648	 -9956	y    	      0.000	ccccccccccccccccccccccccccccccccccccccccccc	  -2146991648	      1.000	xxxxxxxxxxxxxxxxxxxxxxxx	 -9856	cccccccccc	 -9756	xxxxxxxxxxxxxxxxxxxxxxx	  -2146988648	 10.737e+08	 -9656
