    3AAE	    2DZ	    3AAE	    6ANNABA	    6br2464	09-jun-2000 12:29:22     
    3ISM	    2TR	    3ISM	    5IZMIR	    6br2464	09-jun-2000 12:29:22     

    3IST	    2TR	    3IST	    8ISTANBUL	    6br2464	09-jun-2000 12:29:22     

    3ITJ	    2BR	    3ITJ	   10ITAJAI, SC	    6CH2203	10-jul-1995 13:56:20     

    3ITT	    2NL	    3ITT	   10ITTERVOORT	    6br2464	09-jun-2000 12:29:22     

    3IUE	    2NU	    3IUE	    4NIUE	    6CH2203	28-sep-1994 12:04:45     

    3IXY	    2IN	    3IXY	    6KANDLA	    6br2464	09-jun-2000 12:29:22     

    3JAX	    2US	    3JAX	   12JACKSONVILLE	    6OMSONE	14-apr-1992 03:34:22     

    3JCN	    2KR	    3JCN	    6INCHON	    6HE2441	19-nov-1999 16:58:38     

    3JEA	    2AE	    3JEA	    9JEBEL ALI	    6BO2558	02-oct-1997 16:55:32     

    3JED	    2SA	    3JED	    6JADDAH	    6CH2203	28-sep-1994 12:04:55     

    3JIA	    2CN	    3JIA	    8JIANGYIN	    6br2464	09-jun-2000 12:29:22     

    3JIB	    2DJ	    3JIB	    8DJIBOUTI	    3OMS	09-mar-1993 01:16:32     

    3JKT	    2ID	    3JKT	    9JAKARTATA	    6CH2203	28-sep-1994 12:05:07     

    3JMN	    2CN	    3JMN	    8JIANGMEN	    6br2464	09-jun-2000 12:29:22     

    3JNB	    2ZA	    3JNB	   12JOHANNESBURG	    6OMSONE	14-apr-1992 03:33:52     

    3JPO	    2JP	    3JPO	   14JAPAN OPTIONAL	    6OMSONE	14-apr-1992 03:34:38     

    3JUR	    2SG	    3JUR	    6JURONG	    6HE2441	19-nov-1999 16:53:01     

    3KAL	    2US	    3KAL	   10KALAMA, WA	    6HE2441	19-nov-1999 16:55:59     

    3KCH	    2MY	    3KCH	    7KUCHING	    6OMSONE	15-apr-1992 00:57:59     

    3KEL	    2TW	    3KEL	    7KEELUNG	    6OMSONE	14-apr-1992 03:36:35     

    3KHH	    2TW	    3KHH	    9KAOHSIUNG	    6OMSONE	14-apr-1992 03:34:53     

    3KHI	    2PK	    3KHI	    7KARACHI	    6OMSONE	14-apr-1992 03:36:00     

    3KIE	    2PG	    3KIE	    5KIETA	    6OMSONE	14-apr-1992 03:37:46     

    3KIJ	    2JP	    3KIJ	    6NIGATA	    6br2464	09-jun-2000 12:29:22     

    3KIM	    2PG	    3KIM	    5KIMBE	    6OMSONE	14-apr-1992 03:42:22     

    3KIN	    2JM	    3KIN	    8KINGSTON	    6OMSONE	14-apr-1992 03:37:20     

    3KND	    2JP	    3KND	   14KANDA, FUKUOKA	    6HE2441	19-nov-1999 16:48:03     

    3KOK	    2JP	    3KOK	   15KOKURA, FUKUOKA	    6HE2441	19-nov-1999 16:48:35     

    3KOP	    2YU	    3KOP	    5KOPER	    6OMSONE	14-apr-1992 03:42:52     

    3KOS	    2KH	    3KOS	   11KOMPONG SOM	    6br2464	09-jun-2000 12:29:22     

    3KPO	    2KR	    3KPO	    6POHANG	    6HE2441	19-nov-1999 16:43:00     

    3KSM	    2JP	    3KSM	   16KASHIMA, IBARAGI	    6HE2441	19-nov-1999 16:48:54     

    3KTK	    2FI	    3KTK	    5KOTKA	    3OMS	26-jul-1993 20:10:32     

    3KUA	    2MY	    3KUA	    7KUANTAN	    6br2464	09-jun-2000 12:29:22     

    3KUR	    2AU	    3KUR	   11KURNELL, NS	    5PACTS	17-nov-1999 18:12:37     

    3KUV	    2KR	    3KUV	    6KUNSAN	    6HE2441	19-nov-1999 16:43:21     

    3KVG	    2PG	    3KVG	    7KAVIENG	    6OMSONE	14-apr-1992 03:44:13     

    3KWA	    2AU	    3KWI	    7KWINANA	    6br2464	16-may-2000 16:38:59     

    3KWI	    2KW	    3KWI	    6KUWAIT	    6CH2203	29-sep-1994 11:18:20     

    3KWS	    2JP	    3KWS	   18KAWASAKI, KANAGAWA	    6HE2441	19-nov-1999 16:49:38     

    3KYE	    2LB	    3KYE	    7TRIPOLI	    6br2464	09-jun-2000 12:29:22     

    3LAD	    2AO	    3LAD	    6LUANDA	    6br2464	09-jun-2000 12:29:22     

    3LAE	    2PG	    3LAE	    3LAE	    6CH2203	29-sep-1994 12:54:28     

    3LAG	    2VE	    3LAG	    9LA GUAIRA	    6OMSONE	14-apr-1992 07:40:18     

    3LAT	    2SY	    3LAT	    8LATTAKIA	    6br2464	09-jun-2000 12:29:22     

    3LAX	    2US	    3LAX	   11LOS ANGELES	    6OMSONE	14-apr-1992 03:44:24     

    3LBU	    2MY	    3LBU	    6LABUAN	    6br2464	09-jun-2000 12:29:22     

    3LCH	    2TH	    3LCH	   12LAEM CHABANG	    6HE2441	19-nov-1999 16:59:52     

    3LDH	    2AU	    3LDH	   16LORD HOWE ISLAND	    6br2464	12-apr-2000 12:20:56     

    3LED	    2RU	    3LED	   28ST PETERSBURG (EX LENINGRAD)	    6CH2203	29-oct-1998 14:04:04     

    3LEH	    2FR	    3LEH	    8LE HAVRE	    6OMSONE	14-apr-1992 03:47:40     

    3LEI	    2PT	    3LEI	    7LEIXOES	    6br2464	09-jun-2000 12:29:22     

    3LGB	    2US	    3LGB	   10LONG BEACH	    6OMSONE	14-apr-1992 03:44:43     

    3LGV	    2US	    3LGV	   12LONGVIEW, CA	    6HE2441	19-nov-1999 16:56:16     

    3LHR	    2PG	    3LHR	   12LIHIR ISLAND	    6CH2203	17-nov-1997 11:18:59     

    3LIM	    2PE	    3LIM	    4LIMA	    6CH2203	29-sep-1994 11:18:47     

    3LIO	    2CR	    3LIO	   12PUERTO LIMON	    6br2464	09-jun-2000 12:29:22     

    3LIS	    2PT	    3LIS	    6LISBON	    6OMSONE	14-apr-1992 03:56:45     

    3LIV	    2GB	    3LIV	    9LIVERPOOL	    6OMSONE	14-apr-1992 03:58:29     

    3LMS	    2CY	    3LMS	    8LIMASSOL	    6OMSONE	14-apr-1992 05:36:39     

    3LOG	    2US	    3LOG	   12LONGVIEW, WA	    6HE2441	19-nov-1999 16:56:30     

    3LON	    2GB	    3LON	    6LONDON	    6OMSONE	15-apr-1992 06:23:46     

    3LOS	    2NG	    3LOS	    5LAGOS	    6br2464	09-jun-2000 12:29:22     

    3LRT	    2FR	    3LRT	    7LORIENT	    6BR2464	20-mar-2000 11:37:13     

    3LTK	    2FJ	    3LTK	    7LAUTOKA	    6OMSONE	14-apr-1992 03:55:19     

    3LVE	    2FR	    3LVE	    9LE VERDON	    6OMSONE	14-apr-1992 05:17:27     

    3LVN	    2IT	    3LIV	    7LIVORNO	    6CH2203	10-jul-1995 14:04:37     

    3LYG	    2CN	    3LYG	   11LIANYUNGANG	    6BR2464	02-mar-2000 10:44:46     

    3LYT	    2NZ	    3LYT	    9LYTTLETON	    7OMSLIVE	28-aug-1992 22:29:03     

    3LZC	    2MX	    3LZC	   20LAZARO CARDENAS, MIC	    6CH2203	10-jul-1995 14:05:34     

    3MAA	    2IN	    3MAA	    6MADRAS	    8MOORHOUS	03-oct-1992 00:21:27     

    3MAG	    2PG	    3MAG	    6MADANG	    6OMSONE	14-apr-1992 03:59:41     

    3MAI	    2MH	    3MAI	   16MARSHALL ISLANDS	    6CH2203	10-jul-1995 14:06:37     

    3MAJ	    2MH	    3MAJ	    6MAJURO	    6CH2203	29-oct-1998 13:57:48     

    3MAO	    2BR	    3MAO	    6MANAUS	    6br2464	09-jun-2000 12:29:22     

    3MAP	    2NZ	    3MAP	   13MARSDEN POINT	    5PACTS	17-nov-1999 18:16:03     

    3MAR	    2VE	    3MAR	    9MARACAIBO	    6OMSONE	14-apr-1992 04:00:22     

    3MAS	    2KR	    3MAS	    5MASAN	    6CH2203	23-oct-1997 11:53:50     

    3MAW	    2SC	    3MAW	    4MAHE	    6br2464	09-jun-2000 12:29:22     

    3MBA	    2KE	    3MBA	    7MOMBASA	    8MOORHOUS	11-sep-1992 02:36:16     

    3MCT	    2OM	    3MCT	    6MUSCAT	    6CH2203	29-sep-1994 11:20:19     

    3MCU	    2BR	    3MCU	    5MACAU	    6br2464	09-jun-2000 12:29:22     

    3MEL	    2AU	    3MEL	    9MELBOURNE	    6OMSONE	14-apr-1992 02:26:49     

    3MER	    2TR	    3MER	    6MERSIN	    6br2464	09-jun-2000 12:29:22     

    3MEX	    2MX	    3MEX	   18MEXICO - ALL PORTS	    3OMS	18-may-1993 22:47:02     

    3MIA	    2US	    3MIA	    5MIAMI	    6OMSONE	14-apr-1992 03:59:53     

    3MID	    2DK	    3MID	   10MIDDLEFART	    6br2464	09-jun-2000 12:29:22     

    3MIL	    2IT	    3MIL	    5MILAN	    6OMSONE	15-apr-1992 06:32:32     

    3MKK	    2MT	    3MKK	   10MARSEXLOKK	    6br2464	09-jun-2000 12:29:22     

    3MKY	    2AU	    3MKY	    6MACKAY	    6OMSONE	14-apr-1992 03:59:09     

    3MLA	    2MT	    3MLA	   16VALLETTA (MALTA)	    6OMSONE	14-apr-1992 05:28:28     

    3MLE	    2MV	    3MLE	    4MALE	    6br2464	09-jun-2000 12:29:22     

    3MMA	    2SE	    3MMA	    5MALMO	    6OMSONE	15-apr-1992 06:22:18     

    3MMU	    2NZ	    3MMU	   15MOUNT MAUNGANUI	    6HE2441	19-nov-1999 16:52:42     

    3MNL	    2PH	    3MNL	    6MANILA	    6OMSONE	14-apr-1992 04:00:33     

    3MOB	    2US	    3MOB	   16MOBILE, ALABAMBA	    6JO2649	22-mar-2000 10:06:45     

    3MOI	    2CK	    3MOI	   14MITIARO ISLAND	    6br2464	13-apr-2000 12:09:24     

    3MOJ	    2JP	    3MOJ	   13MOJI, FUKUOKA	    6CH2203	29-sep-1994 11:28:48     

    3MPM	    2MZ	    3MPM	    6MAPUTO	    3OMS	09-mar-1993 01:21:20     

    3MRA	    2LY	    3MRA	    8MISURATA	    6br2464	09-jun-2000 12:29:22     

