           60	            0	           60	           60	           60	    9000000060

           61	            1	           61	           61	           61	    9000000061

           62	            2	           62	           62	           62	    9000000062

           63	            3	           63	           63	           63	    9000000063

           64	            0	           64	           64	           64	    9000000064

           65	            1	           65	           65	           65	    9000000065

           66	            2	           66	           66	           66	    9000000066

           67	            3	           67	           67	           67	    9000000067

           68	            0	           68	           68	           68	    9000000068

           69	            1	           69	           69	           69	    9000000069

           70	            2	           70	           70	           70	    9000000070

           71	            3	           71	           71	           71	    9000000071

           72	            0	           72	           72	           72	    9000000072

           73	            1	           73	           73	           73	    9000000073

           74	            2	           74	           74	           74	    9000000074

           75	            3	           75	           75	           75	    9000000075

           76	            0	           76	           76	           76	    9000000076

           77	            1	           77	           77	           77	    9000000077

           78	            2	           78	           78	           78	    9000000078

           79	            3	           79	           79	           79	    9000000079

           80	            0	           80	           80	           80	    9000000080

           81	            1	           81	           81	           81	    9000000081

           82	            2	           82	           82	           82	    9000000082

           83	            3	           83	           83	           83	    9000000083

           84	            0	           84	           84	           84	    9000000084

           85	            1	           85	           85	           85	    9000000085

           86	            2	           86	           86	           86	    9000000086

           87	            3	           87	           87	           87	    9000000087

           88	            0	           88	           88	           88	    9000000088

           89	            1	           89	           89	           89	    9000000089

           90	            2	           90	           90	           90	    9000000090

           91	            3	           91	           91	           91	    9000000091

           92	            0	           92	           92	           92	    9000000092

           93	            1	           93	           93	           93	    9000000093

           94	            2	           94	           94	           94	    9000000094

           95	            3	           95	           95	           95	    9000000095

           96	            0	           96	           96	           96	    9000000096

           97	            1	           97	           97	           97	    9000000097

           98	            2	           98	           98	           98	    9000000098

           99	            3	           99	           99	           99	    9000000099

          100	            0	          100	          100	          100	    9000000100

          101	            1	          101	          101	            0	    9000000101

          102	            2	          102	          102	            1	    9000000102

          103	            3	          103	          103	            2	    9000000103

          104	            0	          104	          104	            3	    9000000104

          105	            1	          105	          105	            4	    9000000105

          106	            2	          106	          106	            5	    9000000106

          107	            3	          107	          107	            6	    9000000107

          108	            0	          108	          108	            7	    9000000108

          109	            1	          109	          109	            8	    9000000109

          110	            2	          110	          110	            9	    9000000110

          111	            3	          111	          111	           10	    9000000111

          112	            0	          112	          112	           11	    9000000112

          113	            1	          113	          113	           12	    9000000113

          114	            2	          114	          114	           13	    9000000114

          115	            3	          115	          115	           14	    9000000115

          116	            0	          116	          116	           15	    9000000116

          117	            1	          117	          117	           16	    9000000117

          118	            2	          118	          118	           17	    9000000118

          119	            3	          119	          119	           18	    9000000119

          120	            0	          120	          120	           19	    9000000120

          121	            1	          121	          121	           20	    9000000121

          122	            2	          122	          122	           21	    9000000122

          123	            3	          123	          123	           22	    9000000123

          124	            0	          124	          124	           23	    9000000124

          125	            1	          125	          125	           24	    9000000125

          126	            2	          126	          126	           25	    9000000126

          127	            3	          127	          127	           26	    9000000127

          128	            0	          128	          128	           27	    9000000128

          129	            1	          129	          129	           28	    9000000129

          130	            2	          130	          130	           29	    9000000130

          131	            3	          131	          131	           30	    9000000131

          132	            0	          132	          132	           31	    9000000132

          133	            1	          133	          133	           32	    9000000133

          134	            2	          134	          134	           33	    9000000134

          135	            3	          135	          135	           34	    9000000135

          136	            0	          136	          136	           35	    9000000136

          137	            1	          137	          137	           36	    9000000137

          138	            2	          138	          138	           37	    9000000138

          139	            3	          139	          139	           38	    9000000139

          140	            0	          140	          140	           39	    9000000140

          141	            1	          141	          141	           40	    9000000141

          142	            2	          142	          142	           41	    9000000142

          143	            3	          143	          143	           42	    9000000143

          144	            0	          144	          144	           43	    9000000144

          145	            1	          145	          145	           44	    9000000145

          146	            2	          146	          146	           45	    9000000146

          147	            3	          147	          147	           46	    9000000147

          148	            0	          148	          148	           47	    9000000148

          149	            1	          149	          149	           48	    9000000149

          150	            2	          150	          150	           49	    9000000150

          151	            3	          151	          151	           50	    9000000151

          152	            0	          152	          152	           51	    9000000152

          153	            1	          153	          153	           52	    9000000153

          154	            2	          154	          154	           53	    9000000154

          155	            3	          155	          155	           54	    9000000155

          156	            0	          156	          156	           55	    9000000156

          157	            1	          157	          157	           56	    9000000157

          158	            2	          158	          158	           57	    9000000158

          159	            3	          159	          159	           58	    9000000159

          160	            0	          160	          160	           59	    9000000160

          161	            1	          161	          161	           60	    9000000161

          162	            2	          162	          162	           61	    9000000162

          163	            3	          163	          163	           62	    9000000163

          164	            0	          164	          164	           63	    9000000164

          165	            1	          165	          165	           64	    9000000165

          166	            2	          166	          166	           65	    9000000166

          167	            3	          167	          167	           66	    9000000167

          168	            0	          168	          168	           67	    9000000168

          169	            1	          169	          169	           68	    9000000169

          170	            2	          170	          170	           69	    9000000170

          171	            3	          171	          171	           70	    9000000171

          172	            0	          172	          172	           71	    9000000172

          173	            1	          173	          173	           72	    9000000173

          174	            2	          174	          174	           73	    9000000174

          175	            3	          175	          175	           74	    9000000175

          176	            0	          176	          176	           75	    9000000176

          177	            1	          177	          177	           76	    9000000177

          178	            2	          178	          178	           77	    9000000178

          179	            3	          179	          179	           78	    9000000179

          180	            0	          180	          180	           79	    9000000180

          181	            1	          181	          181	           80	    9000000181

          182	            2	          182	          182	           81	    9000000182

          183	            3	          183	          183	           82	    9000000183

          184	            0	          184	          184	           83	    9000000184

          185	            1	          185	          185	           84	    9000000185

          186	            2	          186	          186	           85	    9000000186

          187	            3	          187	          187	           86	    9000000187

          188	            0	          188	          188	           87	    9000000188

          189	            1	          189	          189	           88	    9000000189

          190	            2	          190	          190	           89	    9000000190

          191	            3	          191	          191	           90	    9000000191

          192	            0	          192	          192	           91	    9000000192

          193	            1	          193	          193	           92	    9000000193

          194	            2	          194	          194	           93	    9000000194

          195	            3	          195	          195	           94	    9000000195

          196	            0	          196	          196	           95	    9000000196

          197	            1	          197	          197	           96	    9000000197

          198	            2	          198	          198	           97	    9000000198

          199	            3	          199	          199	           98	    9000000199

          200	            0	          200	          200	           99	    9000000200

          201	            1	          201	          201	          100	    9000000201

          202	            2	          202	          202	            0	    9000000202

          203	            3	          203	          203	            1	    9000000203

          204	            0	          204	          204	            2	    9000000204

          205	            1	          205	          205	            3	    9000000205

          206	            2	          206	          206	            4	    9000000206

          207	            3	          207	          207	            5	    9000000207

          208	            0	          208	          208	            6	    9000000208

          209	            1	          209	          209	            7	    9000000209

          210	            2	          210	          210	            8	    9000000210

          211	            3	          211	          211	            9	    9000000211

          212	            0	          212	          212	           10	    9000000212

          213	            1	          213	          213	           11	    9000000213

          214	            2	          214	          214	           12	    9000000214

          215	            3	          215	          215	           13	    9000000215

          216	            0	          216	          216	           14	    9000000216

          217	            1	          217	          217	           15	    9000000217

          218	            2	          218	          218	           16	    9000000218

          219	            3	          219	          219	           17	    9000000219

          220	            0	          220	          220	           18	    9000000220

          221	            1	          221	          221	           19	    9000000221

          222	            2	          222	          222	           20	    9000000222

          223	            3	          223	          223	           21	    9000000223

          224	            0	          224	          224	           22	    9000000224

          225	            1	          225	          225	           23	    9000000225

          226	            2	          226	          226	           24	    9000000226

          227	            3	          227	          227	           25	    9000000227

          228	            0	          228	          228	           26	    9000000228

          229	            1	          229	          229	           27	    9000000229

          230	            2	          230	          230	           28	    9000000230

          231	            3	          231	          231	           29	    9000000231

          232	            0	          232	          232	           30	    9000000232

          233	            1	          233	          233	           31	    9000000233

          234	            2	          234	          234	           32	    9000000234

          235	            3	          235	          235	           33	    9000000235

          236	            0	          236	          236	           34	    9000000236

          237	            1	          237	          237	           35	    9000000237

          238	            2	          238	          238	           36	    9000000238

          239	            3	          239	          239	           37	    9000000239

          240	            0	          240	          240	           38	    9000000240

          241	            1	          241	          241	           39	    9000000241

          242	            2	          242	          242	           40	    9000000242

          243	            3	          243	          243	           41	    9000000243

          244	            0	          244	          244	           42	    9000000244

          245	            1	          245	          245	           43	    9000000245

          246	            2	          246	          246	           44	    9000000246

          247	            3	          247	          247	           45	    9000000247

          248	            0	          248	          248	           46	    9000000248

          249	            1	          249	          249	           47	    9000000249

          250	            2	          250	          250	           48	    9000000250

          251	            3	          251	          251	           49	    9000000251

          252	            0	          252	          252	           50	    9000000252

          253	            1	          253	          253	           51	    9000000253

          254	            2	          254	          254	           52	    9000000254

          255	            3	          255	          255	           53	    9000000255

          256	            0	          256	          256	           54	    9000000256

          257	            1	          257	          257	           55	    9000000257

          258	            2	          258	          258	           56	    9000000258

          259	            3	          259	          259	           57	    9000000259

          260	            0	          260	          260	           58	    9000000260

          261	            1	          261	          261	           59	    9000000261

          262	            2	          262	          262	           60	    9000000262

          263	            3	          263	          263	           61	    9000000263

          264	            0	          264	          264	           62	    9000000264

          265	            1	          265	          265	           63	    9000000265

          266	            2	          266	          266	           64	    9000000266

          267	            3	          267	          267	           65	    9000000267

          268	            0	          268	          268	           66	    9000000268

          269	            1	          269	          269	           67	    9000000269

          270	            2	          270	          270	           68	    9000000270

          271	            3	          271	          271	           69	    9000000271

          272	            0	          272	          272	           70	    9000000272

          273	            1	          273	          273	           71	    9000000273

          274	            2	          274	          274	           72	    9000000274

          275	            3	          275	          275	           73	    9000000275

          276	            0	          276	          276	           74	    9000000276

          277	            1	          277	          277	           75	    9000000277

          278	            2	          278	          278	           76	    9000000278

          279	            3	          279	          279	           77	    9000000279

          280	            0	          280	          280	           78	    9000000280

          281	            1	          281	          281	           79	    9000000281

          282	            2	          282	          282	           80	    9000000282

          283	            3	          283	          283	           81	    9000000283

          284	            0	          284	          284	           82	    9000000284

          285	            1	          285	          285	           83	    9000000285

          286	            2	          286	          286	           84	    9000000286

          287	            3	          287	          287	           85	    9000000287

          288	            0	          288	          288	           86	    9000000288

          289	            1	          289	          289	           87	    9000000289

          290	            2	          290	          290	           88	    9000000290

          291	            3	          291	          291	           89	    9000000291

          292	            0	          292	          292	           90	    9000000292

          293	            1	          293	          293	           91	    9000000293

          294	            2	          294	          294	           92	    9000000294

          295	            3	          295	          295	           93	    9000000295

          296	            0	          296	          296	           94	    9000000296

          297	            1	          297	          297	           95	    9000000297

          298	            2	          298	          298	           96	    9000000298

          299	            3	          299	          299	           97	    9000000299

          300	            0	          300	          300	           98	    9000000300

          301	            1	          301	          301	           99	    9000000301

          302	            2	          302	          302	          100	    9000000302

          303	            3	          303	          303	            0	    9000000303

          304	            0	          304	          304	            1	    9000000304

          305	            1	          305	          305	            2	    9000000305

          306	            2	          306	          306	            3	    9000000306

          307	            3	          307	          307	            4	    9000000307

          308	            0	          308	          308	            5	    9000000308

          309	            1	          309	          309	            6	    9000000309

          310	            2	          310	          310	            7	    9000000310

          311	            3	          311	          311	            8	    9000000311

          312	            0	          312	          312	            9	    9000000312

          313	            1	          313	          313	           10	    9000000313

          314	            2	          314	          314	           11	    9000000314

          315	            3	          315	          315	           12	    9000000315

          316	            0	          316	          316	           13	    9000000316

          317	            1	          317	          317	           14	    9000000317

          318	            2	          318	          318	           15	    9000000318

          319	            3	          319	          319	           16	    9000000319

          320	            0	          320	          320	           17	    9000000320

          321	            1	          321	          321	           18	    9000000321

          322	            2	          322	          322	           19	    9000000322

          323	            3	          323	          323	           20	    9000000323

          324	            0	          324	          324	           21	    9000000324

          325	            1	          325	          325	           22	    9000000325

          326	            2	          326	          326	           23	    9000000326

          327	            3	          327	          327	           24	    9000000327

          328	            0	          328	          328	           25	    9000000328

          329	            1	          329	          329	           26	    9000000329

          330	            2	          330	          330	           27	    9000000330

          331	            3	          331	          331	           28	    9000000331

          332	            0	          332	          332	           29	    9000000332

          333	            1	          333	          333	           30	    9000000333

          334	            2	          334	          334	           31	    9000000334

          335	            3	          335	          335	           32	    9000000335

          336	            0	          336	          336	           33	    9000000336

          337	            1	          337	          337	           34	    9000000337

          338	            2	          338	          338	           35	    9000000338

          339	            3	          339	          339	           36	    9000000339

          340	            0	          340	          340	           37	    9000000340

          341	            1	          341	          341	           38	    9000000341

          342	            2	          342	          342	           39	    9000000342

          343	            3	          343	          343	           40	    9000000343

          344	            0	          344	          344	           41	    9000000344

          345	            1	          345	          345	           42	    9000000345

          346	            2	          346	          346	           43	    9000000346

          347	            3	          347	          347	           44	    9000000347

          348	            0	          348	          348	           45	    9000000348

          349	            1	          349	          349	           46	    9000000349

          350	            2	          350	          350	           47	    9000000350

          351	            3	          351	          351	           48	    9000000351

          352	            0	          352	          352	           49	    9000000352

          353	            1	          353	          353	           50	    9000000353

          354	            2	          354	          354	           51	    9000000354

          355	            3	          355	          355	           52	    9000000355

          356	            0	          356	          356	           53	    9000000356

          357	            1	          357	          357	           54	    9000000357

          358	            2	          358	          358	           55	    9000000358

          359	            3	          359	          359	           56	    9000000359

          360	            0	          360	          360	           57	    9000000360

          361	            1	          361	          361	           58	    9000000361

          362	            2	          362	          362	           59	    9000000362

          363	            3	          363	          363	           60	    9000000363

          364	            0	          364	          364	           61	    9000000364

          365	            1	          365	          365	           62	    9000000365

          366	            2	          366	          366	           63	    9000000366

          367	            3	          367	          367	           64	    9000000367

          368	            0	          368	          368	           65	    9000000368

          369	            1	          369	          369	           66	    9000000369

          370	            2	          370	          370	           67	    9000000370

          371	            3	          371	          371	           68	    9000000371

          372	            0	          372	          372	           69	    9000000372

          373	            1	          373	          373	           70	    9000000373

          374	            2	          374	          374	           71	    9000000374

          375	            3	          375	          375	           72	    9000000375

          376	            0	          376	          376	           73	    9000000376

          377	            1	          377	          377	           74	    9000000377

          378	            2	          378	          378	           75	    9000000378

          379	            3	          379	          379	           76	    9000000379

          380	            0	          380	          380	           77	    9000000380

          381	            1	          381	          381	           78	    9000000381

          382	            2	          382	          382	           79	    9000000382

          383	            3	          383	          383	           80	    9000000383

          384	            0	          384	          384	           81	    9000000384

          385	            1	          385	          385	           82	    9000000385

          386	            2	          386	          386	           83	    9000000386

          387	            3	          387	          387	           84	    9000000387

          388	            0	          388	          388	           85	    9000000388

          389	            1	          389	          389	           86	    9000000389

          390	            2	          390	          390	           87	    9000000390

          391	            3	          391	          391	           88	    9000000391

          392	            0	          392	          392	           89	    9000000392

          393	            1	          393	          393	           90	    9000000393

          394	            2	          394	          394	           91	    9000000394

          395	            3	          395	          395	           92	    9000000395

          396	            0	          396	          396	           93	    9000000396

          397	            1	          397	          397	           94	    9000000397

          398	            2	          398	          398	           95	    9000000398

          399	            3	          399	          399	           96	    9000000399

          400	            0	          400	          400	           97	    9000000400

          401	            1	          401	          401	           98	    9000000401

          402	            2	          402	          402	           99	    9000000402

          403	            3	          403	          403	          100	    9000000403

          404	            0	          404	          404	            0	    9000000404

          405	            1	          405	          405	            1	    9000000405

          406	            2	          406	          406	            2	    9000000406

          407	            3	          407	          407	            3	    9000000407

          408	            0	          408	          408	            4	    9000000408

          409	            1	          409	          409	            5	    9000000409

          410	            2	          410	          410	            6	    9000000410

          411	            3	          411	          411	            7	    9000000411

          412	            0	          412	          412	            8	    9000000412

          413	            1	          413	          413	            9	    9000000413

          414	            2	          414	          414	           10	    9000000414

          415	            3	          415	          415	           11	    9000000415

          416	            0	          416	          416	           12	    9000000416

          417	            1	          417	          417	           13	    9000000417

          418	            2	          418	          418	           14	    9000000418

          419	            3	          419	          419	           15	    9000000419

          420	            0	          420	          420	           16	    9000000420

          421	            1	          421	          421	           17	    9000000421

          422	            2	          422	          422	           18	    9000000422

          423	            3	          423	          423	           19	    9000000423

          424	            0	          424	          424	           20	    9000000424

          425	            1	          425	          425	           21	    9000000425

          426	            2	          426	          426	           22	    9000000426

          427	            3	          427	          427	           23	    9000000427

          428	            0	          428	          428	           24	    9000000428

          429	            1	          429	          429	           25	    9000000429

          430	            2	          430	          430	           26	    9000000430

          431	            3	          431	          431	           27	    9000000431

          432	            0	          432	          432	           28	    9000000432

          433	            1	          433	          433	           29	    9000000433

          434	            2	          434	          434	           30	    9000000434

          435	            3	          435	          435	           31	    9000000435

          436	            0	          436	          436	           32	    9000000436

          437	            1	          437	          437	           33	    9000000437

          438	            2	          438	          438	           34	    9000000438

          439	            3	          439	          439	           35	    9000000439

          440	            0	          440	          440	           36	    9000000440

          441	            1	          441	          441	           37	    9000000441

          442	            2	          442	          442	           38	    9000000442

          443	            3	          443	          443	           39	    9000000443

          444	            0	          444	          444	           40	    9000000444

          445	            1	          445	          445	           41	    9000000445

          446	            2	          446	          446	           42	    9000000446

          447	            3	          447	          447	           43	    9000000447

          448	            0	          448	          448	           44	    9000000448

          449	            1	          449	          449	           45	    9000000449

          450	            2	          450	          450	           46	    9000000450

          451	            3	          451	          451	           47	    9000000451

          452	            0	          452	          452	           48	    9000000452

          453	            1	          453	          453	           49	    9000000453

          454	            2	          454	          454	           50	    9000000454

          455	            3	          455	          455	           51	    9000000455

          456	            0	          456	          456	           52	    9000000456

          457	            1	          457	          457	           53	    9000000457

          458	            2	          458	          458	           54	    9000000458

          459	            3	          459	          459	           55	    9000000459

          460	            0	          460	          460	           56	    9000000460

          461	            1	          461	          461	           57	    9000000461

          462	            2	          462	          462	           58	    9000000462

          463	            3	          463	          463	           59	    9000000463

          464	            0	          464	          464	           60	    9000000464

          465	            1	          465	          465	           61	    9000000465

          466	            2	          466	          466	           62	    9000000466

          467	            3	          467	          467	           63	    9000000467

          468	            0	          468	          468	           64	    9000000468

          469	            1	          469	          469	           65	    9000000469

          470	            2	          470	          470	           66	    9000000470

          471	            3	          471	          471	           67	    9000000471

          472	            0	          472	          472	           68	    9000000472

          473	            1	          473	          473	           69	    9000000473

          474	            2	          474	          474	           70	    9000000474

          475	            3	          475	          475	           71	    9000000475

          476	            0	          476	          476	           72	    9000000476

          477	            1	          477	          477	           73	    9000000477

          478	            2	          478	          478	           74	    9000000478

          479	            3	          479	          479	           75	    9000000479

          480	            0	          480	          480	           76	    9000000480

          481	            1	          481	          481	           77	    9000000481

          482	            2	          482	          482	           78	    9000000482

          483	            3	          483	          483	           79	    9000000483

          484	            0	          484	          484	           80	    9000000484

          485	            1	          485	          485	           81	    9000000485

          486	            2	          486	          486	           82	    9000000486

          487	            3	          487	          487	           83	    9000000487

          488	            0	          488	          488	           84	    9000000488

          489	            1	          489	          489	           85	    9000000489

          490	            2	          490	          490	           86	    9000000490

          491	            3	          491	          491	           87	    9000000491

          492	            0	          492	          492	           88	    9000000492

          493	            1	          493	          493	           89	    9000000493

          494	            2	          494	          494	           90	    9000000494

          495	            3	          495	          495	           91	    9000000495

          496	            0	          496	          496	           92	    9000000496

          497	            1	          497	          497	           93	    9000000497

          498	            2	          498	          498	           94	    9000000498

          499	            3	          499	          499	           95	    9000000499

          500	            0	          500	          500	           96	    9000000500

          501	            1	          501	            0	           97	    9000000501

          502	            2	          502	            1	           98	    9000000502

          503	            3	          503	            2	           99	    9000000503

          504	            0	          504	            3	          100	    9000000504

          505	            1	          505	            4	            0	    9000000505

          506	            2	          506	            5	            1	    9000000506

          507	            3	          507	            6	            2	    9000000507

          508	            0	          508	            7	            3	    9000000508

          509	            1	          509	            8	            4	    9000000509

          510	            2	          510	            9	            5	    9000000510

          511	            3	          511	           10	            6	    9000000511

          512	            0	          512	           11	            7	    9000000512

          513	            1	          513	           12	            8	    9000000513

          514	            2	          514	           13	            9	    9000000514

          515	            3	          515	           14	           10	    9000000515

          516	            0	          516	           15	           11	    9000000516

          517	            1	          517	           16	           12	    9000000517

          518	            2	          518	           17	           13	    9000000518

          519	            3	          519	           18	           14	    9000000519

          520	            0	          520	           19	           15	    9000000520

          521	            1	          521	           20	           16	    9000000521

          522	            2	          522	           21	           17	    9000000522

          523	            3	          523	           22	           18	    9000000523
