    39	    79	           79	      0.790	      0.790	              $79.00	20-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    40	    80	           80	      0.800	      0.800	              $80.00	21-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    41	    81	           81	      0.810	      0.810	              $81.00	22-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    42	    82	           82	      0.820	      0.820	              $82.00	23-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    43	    83	           83	      0.830	      0.830	              $83.00	24-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    44	    84	           84	      0.840	      0.840	              $84.00	25-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    45	    85	           85	      0.850	      0.850	              $85.00	26-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    46	    86	           86	      0.860	      0.860	              $86.00	27-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    47	    87	           87	      0.870	      0.870	              $87.00	28-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    48	    88	           88	      0.880	      0.880	              $88.00	29-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    49	    89	           89	      0.890	      0.890	              $89.00	30-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    50	    90	           90	      0.900	      0.900	              $90.00	31-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    51	    91	           91	      0.910	      0.910	              $91.00	01-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    52	    92	           92	      0.920	      0.920	              $92.00	02-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    53	    93	           93	      0.930	      0.930	              $93.00	03-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    54	    94	           94	      0.940	      0.940	              $94.00	04-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    55	    95	           95	      0.950	      0.950	              $95.00	05-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    56	    96	           96	      0.960	      0.960	              $96.00	06-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    57	    97	           97	      0.970	      0.970	              $97.00	07-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    58	    98	           98	      0.980	      0.980	              $98.00	08-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    59	    99	           99	      0.990	      0.990	              $99.00	09-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

