    11	    11	           11	      0.110	      0.110	              $11.00	12-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    12	    12	           12	      0.120	      0.120	              $12.00	13-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    13	    13	           13	      0.130	      0.130	              $13.00	14-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    14	    14	           14	      0.140	      0.140	              $14.00	15-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    15	    15	           15	      0.150	      0.150	              $15.00	16-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    16	    16	           16	      0.160	      0.160	              $16.00	17-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    17	    17	           17	      0.170	      0.170	              $17.00	18-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    18	    18	           18	      0.180	      0.180	              $18.00	19-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    19	    19	           19	      0.190	      0.190	              $19.00	20-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc1ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    20	    20	           20	      0.200	      0.200	              $20.00	21-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    21	    21	           21	      0.210	      0.210	              $21.00	22-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    22	    22	           22	      0.220	      0.220	              $22.00	23-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    23	    23	           23	      0.230	      0.230	              $23.00	24-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    24	    24	           24	      0.240	      0.240	              $24.00	25-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    25	    25	           25	      0.250	      0.250	              $25.00	26-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    26	    26	           26	      0.260	      0.260	              $26.00	27-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    27	    27	           27	      0.270	      0.270	              $27.00	28-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    28	    28	           28	      0.280	      0.280	              $28.00	29-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    29	    29	           29	      0.290	      0.290	              $29.00	30-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc2ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    30	    30	           30	      0.300	      0.300	              $30.00	31-jan-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    31	    31	           31	      0.310	      0.310	              $31.00	01-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    32	    32	           32	      0.320	      0.320	              $32.00	02-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    33	    33	           33	      0.330	      0.330	              $33.00	03-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    34	    34	           34	      0.340	      0.340	              $34.00	04-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    35	    35	           35	      0.350	      0.350	              $35.00	05-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    36	    36	           36	      0.360	      0.360	              $36.00	06-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    37	    37	           37	      0.370	      0.370	              $37.00	07-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    38	    38	           38	      0.380	      0.380	              $38.00	08-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    39	    39	           39	      0.390	      0.390	              $39.00	09-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc3ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    40	    40	           40	      0.400	      0.400	              $40.00	10-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    41	    41	           41	      0.410	      0.410	              $41.00	11-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    42	    42	           42	      0.420	      0.420	              $42.00	12-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    43	    43	           43	      0.430	      0.430	              $43.00	13-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    44	    44	           44	      0.440	      0.440	              $44.00	14-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    45	    45	           45	      0.450	      0.450	              $45.00	15-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    46	    46	           46	      0.460	      0.460	              $46.00	16-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    47	    47	           47	      0.470	      0.470	              $47.00	17-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    48	    48	           48	      0.480	      0.480	              $48.00	18-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    49	    49	           49	      0.490	      0.490	              $49.00	19-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc4ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    50	    50	           50	      0.500	      0.500	              $50.00	20-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    51	    51	           51	      0.510	      0.510	              $51.00	21-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    52	    52	           52	      0.520	      0.520	              $52.00	22-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    53	    53	           53	      0.530	      0.530	              $53.00	23-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    54	    54	           54	      0.540	      0.540	              $54.00	24-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    55	    55	           55	      0.550	      0.550	              $55.00	25-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    56	    56	           56	      0.560	      0.560	              $56.00	26-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    57	    57	           57	      0.570	      0.570	              $57.00	27-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    58	    58	           58	      0.580	      0.580	              $58.00	28-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    59	    59	           59	      0.590	      0.590	              $59.00	29-feb-1960              	   61aaaaaaa0bbbbbbb0ccccccc5ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    60	    60	           60	      0.600	      0.600	              $60.00	01-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    61	    61	           61	      0.610	      0.610	              $61.00	02-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    62	    62	           62	      0.620	      0.620	              $62.00	03-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    63	    63	           63	      0.630	      0.630	              $63.00	04-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    64	    64	           64	      0.640	      0.640	              $64.00	05-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    65	    65	           65	      0.650	      0.650	              $65.00	06-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    66	    66	           66	      0.660	      0.660	              $66.00	07-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    67	    67	           67	      0.670	      0.670	              $67.00	08-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    68	    68	           68	      0.680	      0.680	              $68.00	09-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    69	    69	           69	      0.690	      0.690	              $69.00	10-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc6ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    70	    70	           70	      0.700	      0.700	              $70.00	11-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    71	    71	           71	      0.710	      0.710	              $71.00	12-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    72	    72	           72	      0.720	      0.720	              $72.00	13-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    73	    73	           73	      0.730	      0.730	              $73.00	14-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    74	    74	           74	      0.740	      0.740	              $74.00	15-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    75	    75	           75	      0.750	      0.750	              $75.00	16-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    76	    76	           76	      0.760	      0.760	              $76.00	17-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    77	    77	           77	      0.770	      0.770	              $77.00	18-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    78	    78	           78	      0.780	      0.780	              $78.00	19-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    79	    79	           79	      0.790	      0.790	              $79.00	20-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc7ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    80	    80	           80	      0.800	      0.800	              $80.00	21-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    81	    81	           81	      0.810	      0.810	              $81.00	22-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    82	    82	           82	      0.820	      0.820	              $82.00	23-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    83	    83	           83	      0.830	      0.830	              $83.00	24-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    84	    84	           84	      0.840	      0.840	              $84.00	25-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    85	    85	           85	      0.850	      0.850	              $85.00	26-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    86	    86	           86	      0.860	      0.860	              $86.00	27-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    87	    87	           87	      0.870	      0.870	              $87.00	28-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    88	    88	           88	      0.880	      0.880	              $88.00	29-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    89	    89	           89	      0.890	      0.890	              $89.00	30-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc8ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    90	    90	           90	      0.900	      0.900	              $90.00	31-mar-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    91	    91	           91	      0.910	      0.910	              $91.00	01-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    92	    92	           92	      0.920	      0.920	              $92.00	02-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    93	    93	           93	      0.930	      0.930	              $93.00	03-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    94	    94	           94	      0.940	      0.940	              $94.00	04-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    95	    95	           95	      0.950	      0.950	              $95.00	05-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    96	    96	           96	      0.960	      0.960	              $96.00	06-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    97	    97	           97	      0.970	      0.970	              $97.00	07-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    98	    98	           98	      0.980	      0.980	              $98.00	08-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    99	    99	           99	      0.990	      0.990	              $99.00	09-apr-1960              	   61aaaaaaa0bbbbbbb0ccccccc9ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   100	   100	          100	      1.000	      1.000	             $100.00	10-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc0ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   101	   101	          101	      1.010	      1.010	             $101.00	11-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc0ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   102	   102	          102	      1.020	      1.020	             $102.00	12-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc0ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   103	   103	          103	      1.030	      1.030	             $103.00	13-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc0ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   104	   104	          104	      1.040	      1.040	             $104.00	14-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc0ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   105	   105	          105	      1.050	      1.050	             $105.00	15-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc0ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   106	   106	          106	      1.060	      1.060	             $106.00	16-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc0ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   107	   107	          107	      1.070	      1.070	             $107.00	17-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc0ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   108	   108	          108	      1.080	      1.080	             $108.00	18-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc0ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   109	   109	          109	      1.090	      1.090	             $109.00	19-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc0ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   110	   110	          110	      1.100	      1.100	             $110.00	20-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc1ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   111	   111	          111	      1.110	      1.110	             $111.00	21-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc1ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   112	   112	          112	      1.120	      1.120	             $112.00	22-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc1ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   113	   113	          113	      1.130	      1.130	             $113.00	23-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc1ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   114	   114	          114	      1.140	      1.140	             $114.00	24-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc1ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   115	   115	          115	      1.150	      1.150	             $115.00	25-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc1ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   116	   116	          116	      1.160	      1.160	             $116.00	26-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc1ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   117	   117	          117	      1.170	      1.170	             $117.00	27-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc1ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   118	   118	          118	      1.180	      1.180	             $118.00	28-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc1ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   119	   119	          119	      1.190	      1.190	             $119.00	29-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc1ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   120	   120	          120	      1.200	      1.200	             $120.00	30-apr-1960              	   61aaaaaaa0bbbbbbb1ccccccc2ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   121	   121	          121	      1.210	      1.210	             $121.00	01-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc2ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   122	   122	          122	      1.220	      1.220	             $122.00	02-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc2ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   123	   123	          123	      1.230	      1.230	             $123.00	03-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc2ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   124	   124	          124	      1.240	      1.240	             $124.00	04-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc2ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   125	   125	          125	      1.250	      1.250	             $125.00	05-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc2ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   126	   126	          126	      1.260	      1.260	             $126.00	06-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc2ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

   127	   127	          127	      1.270	      1.270	             $127.00	07-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc2ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     0	   128	          128	      1.280	      1.280	             $128.00	08-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc2ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     1	   129	          129	      1.290	      1.290	             $129.00	09-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc2ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     2	   130	          130	      1.300	      1.300	             $130.00	10-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc3ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     3	   131	          131	      1.310	      1.310	             $131.00	11-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc3ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     4	   132	          132	      1.320	      1.320	             $132.00	12-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc3ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     5	   133	          133	      1.330	      1.330	             $133.00	13-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc3ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     6	   134	          134	      1.340	      1.340	             $134.00	14-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc3ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     7	   135	          135	      1.350	      1.350	             $135.00	15-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc3ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     8	   136	          136	      1.360	      1.360	             $136.00	16-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc3ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

     9	   137	          137	      1.370	      1.370	             $137.00	17-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc3ddddddd7xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    10	   138	          138	      1.380	      1.380	             $138.00	18-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc3ddddddd8xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    11	   139	          139	      1.390	      1.390	             $139.00	19-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc3ddddddd9xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    12	   140	          140	      1.400	      1.400	             $140.00	20-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc4ddddddd0xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    13	   141	          141	      1.410	      1.410	             $141.00	21-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc4ddddddd1xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    14	   142	          142	      1.420	      1.420	             $142.00	22-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc4ddddddd2xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    15	   143	          143	      1.430	      1.430	             $143.00	23-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc4ddddddd3xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    16	   144	          144	      1.440	      1.440	             $144.00	24-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc4ddddddd4xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    17	   145	          145	      1.450	      1.450	             $145.00	25-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc4ddddddd5xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

    18	   146	          146	      1.460	      1.460	             $146.00	26-may-1960              	   61aaaaaaa0bbbbbbb1ccccccc4ddddddd6xxxxxxxxxxxxxxxxxxxxxxxxxxxxx

