    85 ,       8401 ,    93.40 ,      8411.3656 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,    86 ,       8501 ,    94.50 ,      8511.4890 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,    87 ,       8601 ,    95.60 ,      8611.6124 
    88 ,       8701 ,    96.70 ,      8711.7358 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,    89 ,       8801 ,    97.80 ,      8811.8592 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,    90 ,       8901 ,    98.90 ,      8911.9826 
    91 ,       9001 ,   100.00 ,      9012.1060 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,    92 ,       9101 ,   101.10 ,      9112.2294 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,    93 ,       9201 ,   102.20 ,      9212.3528 
    94 ,       9301 ,   103.30 ,      9312.4762 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,    95 ,       9401 ,   104.40 ,      9412.5996 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,    96 ,       9501 ,   105.50 ,      9512.7230 
    97 ,       9601 ,   106.60 ,      9612.8464 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,    98 ,       9701 ,   107.70 ,      9712.9698 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,    99 ,       9801 ,   108.80 ,      9813.0932 
   100 ,       9901 ,   109.90 ,      9913.2166 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   101 ,      10001 ,   111.00 ,     10013.3400 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   102 ,      10101 ,   112.10 ,     10113.4634 
   103 ,      10201 ,   113.20 ,     10213.5868 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   104 ,      10301 ,   114.30 ,     10313.7102 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   105 ,      10401 ,   115.40 ,     10413.8336 
   106 ,      10501 ,   116.50 ,     10513.9570 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   107 ,      10601 ,   117.60 ,     10614.0804 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   108 ,      10701 ,   118.70 ,     10714.2038 
   109 ,      10801 ,   119.80 ,     10814.3272 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   110 ,      10901 ,   120.90 ,     10914.4506 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   111 ,      11001 ,   122.00 ,     11014.5740 
   112 ,      11101 ,   123.10 ,     11114.6974 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   113 ,      11201 ,   124.20 ,     11214.8208 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   114 ,      11301 ,   125.30 ,     11314.9442 
   115 ,      11401 ,   126.40 ,     11415.0676 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   116 ,      11501 ,   127.50 ,     11515.1910 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   117 ,      11601 ,   128.60 ,     11615.3144 
   118 ,      11701 ,   129.70 ,     11715.4378 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   119 ,      11801 ,   130.80 ,     11815.5612 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   120 ,      11901 ,   131.90 ,     11915.6846 
   121 ,      12001 ,   133.00 ,     12015.8080 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   122 ,      12101 ,   134.10 ,     12115.9314 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   123 ,      12201 ,   135.20 ,     12216.0548 
   124 ,      12301 ,   136.30 ,     12316.1782 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   125 ,      12401 ,   137.40 ,     12416.3016 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   126 ,      12501 ,   138.50 ,     12516.4250 
   127 ,      12601 ,   139.60 ,     12616.5484 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   128 ,      12701 ,   140.70 ,     12716.6718 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   129 ,      12801 ,   141.80 ,     12816.7952 
   130 ,      12901 ,   142.90 ,     12916.9186 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   131 ,      13001 ,   144.00 ,     13017.0420 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   132 ,      13101 ,   145.10 ,     13117.1654 
   133 ,      13201 ,   146.20 ,     13217.2888 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   134 ,      13301 ,   147.30 ,     13317.4122 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   135 ,      13401 ,   148.40 ,     13417.5356 
   136 ,      13501 ,   149.50 ,     13517.6590 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   137 ,      13601 ,   150.60 ,     13617.7824 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   138 ,      13701 ,   151.70 ,     13717.9058 
   139 ,      13801 ,   152.80 ,     13818.0292 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   140 ,      13901 ,   153.90 ,     13918.1526 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   141 ,      14001 ,   155.00 ,     14018.2760 
   142 ,      14101 ,   156.10 ,     14118.3994 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   143 ,      14201 ,   157.20 ,     14218.5228 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   144 ,      14301 ,   158.30 ,     14318.6462 
   145 ,      14401 ,   159.40 ,     14418.7696 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   146 ,      14501 ,   160.50 ,     14518.8930 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   147 ,      14601 ,   161.60 ,     14619.0164 
   148 ,      14701 ,   162.70 ,     14719.1398 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   149 ,      14801 ,   163.80 ,     14819.2632 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   150 ,      14901 ,   164.90 ,     14919.3866 
   151 ,      15001 ,   166.00 ,     15019.5100 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   152 ,      15101 ,   167.10 ,     15119.6334 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   153 ,      15201 ,   168.20 ,     15219.7568 
   154 ,      15301 ,   169.30 ,     15319.8802 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   155 ,      15401 ,   170.40 ,     15420.0036 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   156 ,      15501 ,   171.50 ,     15520.1270 
   157 ,      15601 ,   172.60 ,     15620.2504 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   158 ,      15701 ,   173.70 ,     15720.3738 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   159 ,      15801 ,   174.80 ,     15820.4972 
   160 ,      15901 ,   175.90 ,     15920.6206 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   161 ,      16001 ,   177.00 ,     16020.7440 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   162 ,      16101 ,   178.10 ,     16120.8674 
   163 ,      16201 ,   179.20 ,     16220.9908 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   164 ,      16301 ,   180.30 ,     16321.1142 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   165 ,      16401 ,   181.40 ,     16421.2376 
   166 ,      16501 ,   182.50 ,     16521.3610 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   167 ,      16601 ,   183.60 ,     16621.4844 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   168 ,      16701 ,   184.70 ,     16721.6078 
   169 ,      16801 ,   185.80 ,     16821.7312 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   170 ,      16901 ,   186.90 ,     16921.8546 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   171 ,      17001 ,   188.00 ,     17021.9780 
   172 ,      17101 ,   189.10 ,     17122.1014 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   173 ,      17201 ,   190.20 ,     17222.2248 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   174 ,      17301 ,   191.30 ,     17322.3482 
   175 ,      17401 ,   192.40 ,     17422.4716 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   176 ,      17501 ,   193.50 ,     17522.5950 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   177 ,      17601 ,   194.60 ,     17622.7184 
   178 ,      17701 ,   195.70 ,     17722.8418 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   179 ,      17801 ,   196.80 ,     17822.9652 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   180 ,      17901 ,   197.90 ,     17923.0886 
   181 ,      18001 ,   199.00 ,     18023.2120 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   182 ,      18101 ,   200.10 ,     18123.3354 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   183 ,      18201 ,   201.20 ,     18223.4588 
   184 ,      18301 ,   202.30 ,     18323.5822 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   185 ,      18401 ,   203.40 ,     18423.7056 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   186 ,      18501 ,   204.50 ,     18523.8290 
   187 ,      18601 ,   205.60 ,     18623.9524 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   188 ,      18701 ,   206.70 ,     18724.0758 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   189 ,      18801 ,   207.80 ,     18824.1992 
   190 ,      18901 ,   208.90 ,     18924.3226 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   191 ,      19001 ,   210.00 ,     19024.4460 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   192 ,      19101 ,   211.10 ,     19124.5694 
   193 ,      19201 ,   212.20 ,     19224.6928 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   194 ,      19301 ,   213.30 ,     19324.8162 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   195 ,      19401 ,   214.40 ,     19424.9396 
   196 ,      19501 ,   215.50 ,     19525.0630 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   197 ,      19601 ,   216.60 ,     19625.1864 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   198 ,      19701 ,   217.70 ,     19725.3098 
   199 ,      19801 ,   218.80 ,     19825.4332 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   200 ,      19901 ,   219.90 ,     19925.5566 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   201 ,      20001 ,   221.00 ,     20025.6800 
   202 ,      20101 ,   222.10 ,     20125.8034 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   203 ,      20201 ,   223.20 ,     20225.9268 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   204 ,      20301 ,   224.30 ,     20326.0502 
   205 ,      20401 ,   225.40 ,     20426.1736 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   206 ,      20501 ,   226.50 ,     20526.2970 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   207 ,      20601 ,   227.60 ,     20626.4204 
   208 ,      20701 ,   228.70 ,     20726.5438 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   209 ,      20801 ,   229.80 ,     20826.6672 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   210 ,      20901 ,   230.90 ,     20926.7906 
   211 ,      21001 ,   232.00 ,     21026.9140 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   212 ,      21101 ,   233.10 ,     21127.0374 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   213 ,      21201 ,   234.20 ,     21227.1608 
   214 ,      21301 ,   235.30 ,     21327.2842 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   215 ,      21401 ,   236.40 ,     21427.4076 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   216 ,      21501 ,   237.50 ,     21527.5310 
   217 ,      21601 ,   238.60 ,     21627.6544 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   218 ,      21701 ,   239.70 ,     21727.7778 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   219 ,      21801 ,   240.80 ,     21827.9012 
   220 ,      21901 ,   241.90 ,     21928.0246 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   221 ,      22001 ,   243.00 ,     22028.1480 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   222 ,      22101 ,   244.10 ,     22128.2714 
   223 ,      22201 ,   245.20 ,     22228.3948 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   224 ,      22301 ,   246.30 ,     22328.5182 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   225 ,      22401 ,   247.40 ,     22428.6416 
   226 ,      22501 ,   248.50 ,     22528.7650 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   227 ,      22601 ,   249.60 ,     22628.8884 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   228 ,      22701 ,   250.70 ,     22729.0118 
   229 ,      22801 ,   251.80 ,     22829.1352 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   230 ,      22901 ,   252.90 ,     22929.2586 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   231 ,      23001 ,   254.00 ,     23029.3820 
   232 ,      23101 ,   255.10 ,     23129.5054 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   233 ,      23201 ,   256.20 ,     23229.6288 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   234 ,      23301 ,   257.30 ,     23329.7522 
   235 ,      23401 ,   258.40 ,     23429.8756 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   236 ,      23501 ,   259.50 ,     23529.9990 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   237 ,      23601 ,   260.60 ,     23630.1224 
   238 ,      23701 ,   261.70 ,     23730.2458 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   239 ,      23801 ,   262.80 ,     23830.3692 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   240 ,      23901 ,   263.90 ,     23930.4926 
   241 ,      24001 ,   265.00 ,     24030.6160 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   242 ,      24101 ,   266.10 ,     24130.7394 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   243 ,      24201 ,   267.20 ,     24230.8628 
   244 ,      24301 ,   268.30 ,     24330.9862 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   245 ,      24401 ,   269.40 ,     24431.1096 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   246 ,      24501 ,   270.50 ,     24531.2330 
   247 ,      24601 ,   271.60 ,     24631.3564 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   248 ,      24701 ,   272.70 ,     24731.4798 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   249 ,      24801 ,   273.80 ,     24831.6032 
   250 ,      24901 ,   274.90 ,     24931.7266 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   251 ,      25001 ,   276.00 ,     25031.8500 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   252 ,      25101 ,   277.10 ,     25131.9734 
   253 ,      25201 ,   278.20 ,     25232.0968 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   254 ,      25301 ,   279.30 ,     25332.2202 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   255 ,      25401 ,   280.40 ,     25432.3436 
   256 ,      25501 ,   281.50 ,     25532.4670 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   257 ,      25601 ,   282.60 ,     25632.5904 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   258 ,      25701 ,   283.70 ,     25732.7138 
   259 ,      25801 ,   284.80 ,     25832.8372 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   260 ,      25901 ,   285.90 ,     25932.9606 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   261 ,      26001 ,   287.00 ,     26033.0840 
   262 ,      26101 ,   288.10 ,     26133.2074 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   263 ,      26201 ,   289.20 ,     26233.3308 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   264 ,      26301 ,   290.30 ,     26333.4542 
   265 ,      26401 ,   291.40 ,     26433.5776 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   266 ,      26501 ,   292.50 ,     26533.7010 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   267 ,      26601 ,   293.60 ,     26633.8244 
   268 ,      26701 ,   294.70 ,     26733.9478 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   269 ,      26801 ,   295.80 ,     26834.0712 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   270 ,      26901 ,   296.90 ,     26934.1946 
   271 ,      27001 ,   298.00 ,     27034.3180 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   272 ,      27101 ,   299.10 ,     27134.4414 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   273 ,      27201 ,   300.20 ,     27234.5648 
   274 ,      27301 ,   301.30 ,     27334.6882 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   275 ,      27401 ,   302.40 ,     27434.8116 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   276 ,      27501 ,   303.50 ,     27534.9350 
   277 ,      27601 ,   304.60 ,     27635.0584 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   278 ,      27701 ,   305.70 ,     27735.1818 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   279 ,      27801 ,   306.80 ,     27835.3052 
   280 ,      27901 ,   307.90 ,     27935.4286 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   281 ,      28001 ,   309.00 ,     28035.5520 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   282 ,      28101 ,   310.10 ,     28135.6754 
   283 ,      28201 ,   311.20 ,     28235.7988 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   284 ,      28301 ,   312.30 ,     28335.9222 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   285 ,      28401 ,   313.40 ,     28436.0456 
   286 ,      28501 ,   314.50 ,     28536.1690 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   287 ,      28601 ,   315.60 ,     28636.2924 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   288 ,      28701 ,   316.70 ,     28736.4158 
   289 ,      28801 ,   317.80 ,     28836.5392 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   290 ,      28901 ,   318.90 ,     28936.6626 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   291 ,      29001 ,   320.00 ,     29036.7860 
   292 ,      29101 ,   321.10 ,     29136.9094 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   293 ,      29201 ,   322.20 ,     29237.0328 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   294 ,      29301 ,   323.30 ,     29337.1562 
   295 ,      29401 ,   324.40 ,     29437.2796 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   296 ,      29501 ,   325.50 ,     29537.4030 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   297 ,      29601 ,   326.60 ,     29637.5264 
   298 ,      29701 ,   327.70 ,     29737.6498 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   299 ,      29801 ,   328.80 ,     29837.7732 ,boy        ,good-bye   ,     1.00 ,01-jan-1991 ,   300 ,      29901 ,   329.90 ,     29937.8966 
