    45 ,       4401 ,    25.20 ,      2203.7148 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    46 ,       4501 
    47 ,       4601 ,    26.30 ,      2303.8382 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    48 ,       4701 
    49 ,       4801 ,    27.40 ,      2403.9616 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    50 ,       4901 
    51 ,       5001 ,    28.50 ,      2504.0850 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    52 ,       5101 
    53 ,       5201 ,    29.60 ,      2604.2084 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    54 ,       5301 
    55 ,       5401 ,    30.70 ,      2704.3318 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    56 ,       5501 
    57 ,       5601 ,    31.80 ,      2804.4552 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    58 ,       5701 
    59 ,       5801 ,    32.90 ,      2904.5786 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    60 ,       5901 
    61 ,       6001 ,    34.00 ,      3004.7020 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    62 ,       6101 
    63 ,       6201 ,    35.10 ,      3104.8254 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    64 ,       6301 
    65 ,       6401 ,    36.20 ,      3204.9488 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    66 ,       6501 
    67 ,       6601 ,    37.30 ,      3305.0722 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    68 ,       6701 
    69 ,       6801 ,    38.40 ,      3405.1956 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    70 ,       6901 
    71 ,       7001 ,    39.50 ,      3505.3190 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    72 ,       7101 
    73 ,       7201 ,    40.60 ,      3605.4424 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    74 ,       7301 
    75 ,       7401 ,    41.70 ,      3705.5658 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    76 ,       7501 
    77 ,       7601 ,    42.80 ,      3805.6892 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    78 ,       7701 
    79 ,       7801 ,    43.90 ,      3905.8126 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    80 ,       7901 
    81 ,       8001 ,    45.00 ,      4005.9360 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    82 ,       8101 
    83 ,       8201 ,    46.10 ,      4106.0594 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    84 ,       8301 
    85 ,       8401 ,    47.20 ,      4206.1828 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    86 ,       8501 
    87 ,       8601 ,    48.30 ,      4306.3062 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    88 ,       8701 
    89 ,       8801 ,    49.40 ,      4406.4296 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    90 ,       8901 
    91 ,       9001 ,    50.50 ,      4506.5530 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    92 ,       9101 
    93 ,       9201 ,    51.60 ,      4606.6764 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    94 ,       9301 
    95 ,       9401 ,    52.70 ,      4706.7998 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    96 ,       9501 
    97 ,       9601 ,    53.80 ,      4806.9232 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,    98 ,       9701 
    99 ,       9801 ,    54.90 ,      4907.0466 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   100 ,       9901 
   101 ,      10001 ,    56.00 ,      5007.1700 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   102 ,      10101 
   103 ,      10201 ,    57.10 ,      5107.2934 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   104 ,      10301 
   105 ,      10401 ,    58.20 ,      5207.4168 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   106 ,      10501 
   107 ,      10601 ,    59.30 ,      5307.5402 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   108 ,      10701 
   109 ,      10801 ,    60.40 ,      5407.6636 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   110 ,      10901 
   111 ,      11001 ,    61.50 ,      5507.7870 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   112 ,      11101 
   113 ,      11201 ,    62.60 ,      5607.9104 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   114 ,      11301 
   115 ,      11401 ,    63.70 ,      5708.0338 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   116 ,      11501 
   117 ,      11601 ,    64.80 ,      5808.1572 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   118 ,      11701 
   119 ,      11801 ,    65.90 ,      5908.2806 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   120 ,      11901 
   121 ,      12001 ,    67.00 ,      6008.4040 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   122 ,      12101 
   123 ,      12201 ,    68.10 ,      6108.5274 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   124 ,      12301 
   125 ,      12401 ,    69.20 ,      6208.6508 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   126 ,      12501 
   127 ,      12601 ,    70.30 ,      6308.7742 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   128 ,      12701 
   129 ,      12801 ,    71.40 ,      6408.8976 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   130 ,      12901 
   131 ,      13001 ,    72.50 ,      6509.0210 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   132 ,      13101 
   133 ,      13201 ,    73.60 ,      6609.1444 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   134 ,      13301 
   135 ,      13401 ,    74.70 ,      6709.2678 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   136 ,      13501 
   137 ,      13601 ,    75.80 ,      6809.3912 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   138 ,      13701 
   139 ,      13801 ,    76.90 ,      6909.5146 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   140 ,      13901 
   141 ,      14001 ,    78.00 ,      7009.6380 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   142 ,      14101 
   143 ,      14201 ,    79.10 ,      7109.7614 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   144 ,      14301 
   145 ,      14401 ,    80.20 ,      7209.8848 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   146 ,      14501 
   147 ,      14601 ,    81.30 ,      7310.0082 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   148 ,      14701 
   149 ,      14801 ,    82.40 ,      7410.1316 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   150 ,      14901 
   151 ,      15001 ,    83.50 ,      7510.2550 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   152 ,      15101 
   153 ,      15201 ,    84.60 ,      7610.3784 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   154 ,      15301 
   155 ,      15401 ,    85.70 ,      7710.5018 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   156 ,      15501 
   157 ,      15601 ,    86.80 ,      7810.6252 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   158 ,      15701 
   159 ,      15801 ,    87.90 ,      7910.7486 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   160 ,      15901 
   161 ,      16001 ,    89.00 ,      8010.8720 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   162 ,      16101 
   163 ,      16201 ,    90.10 ,      8110.9954 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   164 ,      16301 
   165 ,      16401 ,    91.20 ,      8211.1188 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   166 ,      16501 
   167 ,      16601 ,    92.30 ,      8311.2422 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   168 ,      16701 
   169 ,      16801 ,    93.40 ,      8411.3656 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   170 ,      16901 
   171 ,      17001 ,    94.50 ,      8511.4890 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   172 ,      17101 
   173 ,      17201 ,    95.60 ,      8611.6124 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   174 ,      17301 
   175 ,      17401 ,    96.70 ,      8711.7358 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   176 ,      17501 
   177 ,      17601 ,    97.80 ,      8811.8592 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   178 ,      17701 
   179 ,      17801 ,    98.90 ,      8911.9826 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   180 ,      17901 
   181 ,      18001 ,   100.00 ,      9012.1060 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   182 ,      18101 
   183 ,      18201 ,   101.10 ,      9112.2294 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   184 ,      18301 
   185 ,      18401 ,   102.20 ,      9212.3528 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   186 ,      18501 
   187 ,      18601 ,   103.30 ,      9312.4762 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   188 ,      18701 
   189 ,      18801 ,   104.40 ,      9412.5996 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   190 ,      18901 
   191 ,      19001 ,   105.50 ,      9512.7230 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   192 ,      19101 
   193 ,      19201 ,   106.60 ,      9612.8464 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   194 ,      19301 
   195 ,      19401 ,   107.70 ,      9712.9698 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   196 ,      19501 
   197 ,      19601 ,   108.80 ,      9813.0932 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   198 ,      19701 
   199 ,      19801 ,   109.90 ,      9913.2166 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   200 ,      19901 
   201 ,      20001 ,   111.00 ,     10013.3400 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   202 ,      20101 
   203 ,      20201 ,   112.10 ,     10113.4634 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   204 ,      20301 
   205 ,      20401 ,   113.20 ,     10213.5868 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   206 ,      20501 
   207 ,      20601 ,   114.30 ,     10313.7102 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   208 ,      20701 
   209 ,      20801 ,   115.40 ,     10413.8336 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   210 ,      20901 
   211 ,      21001 ,   116.50 ,     10513.9570 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   212 ,      21101 
   213 ,      21201 ,   117.60 ,     10614.0804 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   214 ,      21301 
   215 ,      21401 ,   118.70 ,     10714.2038 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   216 ,      21501 
   217 ,      21601 ,   119.80 ,     10814.3272 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   218 ,      21701 
   219 ,      21801 ,   120.90 ,     10914.4506 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   220 ,      21901 
   221 ,      22001 ,   122.00 ,     11014.5740 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   222 ,      22101 
   223 ,      22201 ,   123.10 ,     11114.6974 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   224 ,      22301 
   225 ,      22401 ,   124.20 ,     11214.8208 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   226 ,      22501 
   227 ,      22601 ,   125.30 ,     11314.9442 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   228 ,      22701 
   229 ,      22801 ,   126.40 ,     11415.0676 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   230 ,      22901 
   231 ,      23001 ,   127.50 ,     11515.1910 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   232 ,      23101 
   233 ,      23201 ,   128.60 ,     11615.3144 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   234 ,      23301 
   235 ,      23401 ,   129.70 ,     11715.4378 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   236 ,      23501 
   237 ,      23601 ,   130.80 ,     11815.5612 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   238 ,      23701 
   239 ,      23801 ,   131.90 ,     11915.6846 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   240 ,      23901 
   241 ,      24001 ,   133.00 ,     12015.8080 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   242 ,      24101 
   243 ,      24201 ,   134.10 ,     12115.9314 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   244 ,      24301 
   245 ,      24401 ,   135.20 ,     12216.0548 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   246 ,      24501 
   247 ,      24601 ,   136.30 ,     12316.1782 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   248 ,      24701 
   249 ,      24801 ,   137.40 ,     12416.3016 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   250 ,      24901 
   251 ,      25001 ,   138.50 ,     12516.4250 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   252 ,      25101 
   253 ,      25201 ,   139.60 ,     12616.5484 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   254 ,      25301 
   255 ,      25401 ,   140.70 ,     12716.6718 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   256 ,      25501 
   257 ,      25601 ,   141.80 ,     12816.7952 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   258 ,      25701 
   259 ,      25801 ,   142.90 ,     12916.9186 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   260 ,      25901 
   261 ,      26001 ,   144.00 ,     13017.0420 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   262 ,      26101 
   263 ,      26201 ,   145.10 ,     13117.1654 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   264 ,      26301 
   265 ,      26401 ,   146.20 ,     13217.2888 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   266 ,      26501 
   267 ,      26601 ,   147.30 ,     13317.4122 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   268 ,      26701 
   269 ,      26801 ,   148.40 ,     13417.5356 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   270 ,      26901 
   271 ,      27001 ,   149.50 ,     13517.6590 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   272 ,      27101 
   273 ,      27201 ,   150.60 ,     13617.7824 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   274 ,      27301 
   275 ,      27401 ,   151.70 ,     13717.9058 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   276 ,      27501 
   277 ,      27601 ,   152.80 ,     13818.0292 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   278 ,      27701 
   279 ,      27801 ,   153.90 ,     13918.1526 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   280 ,      27901 
   281 ,      28001 ,   155.00 ,     14018.2760 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   282 ,      28101 
   283 ,      28201 ,   156.10 ,     14118.3994 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   284 ,      28301 
   285 ,      28401 ,   157.20 ,     14218.5228 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   286 ,      28501 
   287 ,      28601 ,   158.30 ,     14318.6462 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   288 ,      28701 
   289 ,      28801 ,   159.40 ,     14418.7696 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   290 ,      28901 
   291 ,      29001 ,   160.50 ,     14518.8930 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   292 ,      29101 
   293 ,      29201 ,   161.60 ,     14619.0164 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   294 ,      29301 
   295 ,      29401 ,   162.70 ,     14719.1398 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   296 ,      29501 
   297 ,      29601 ,   163.80 ,     14819.2632 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   298 ,      29701 
   299 ,      29801 ,   164.90 ,     14919.3866 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   300 ,      29901 
   301 ,      30001 ,   166.00 ,     15019.5100 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   302 ,      30101 
   303 ,      30201 ,   167.10 ,     15119.6334 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   304 ,      30301 
   305 ,      30401 ,   168.20 ,     15219.7568 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   306 ,      30501 
   307 ,      30601 ,   169.30 ,     15319.8802 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   308 ,      30701 
   309 ,      30801 ,   170.40 ,     15420.0036 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   310 ,      30901 
   311 ,      31001 ,   171.50 ,     15520.1270 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   312 ,      31101 
   313 ,      31201 ,   172.60 ,     15620.2504 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   314 ,      31301 
   315 ,      31401 ,   173.70 ,     15720.3738 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   316 ,      31501 
   317 ,      31601 ,   174.80 ,     15820.4972 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   318 ,      31701 
   319 ,      31801 ,   175.90 ,     15920.6206 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   320 ,      31901 
   321 ,      32001 ,   177.00 ,     16020.7440 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   322 ,      32101 
   323 ,      32201 ,   178.10 ,     16120.8674 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   324 ,      32301 
   325 ,      32401 ,   179.20 ,     16220.9908 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   326 ,      32501 
   327 ,      32601 ,   180.30 ,     16321.1142 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   328 ,      32701 
   329 ,      32801 ,   181.40 ,     16421.2376 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   330 ,      32901 
   331 ,      33001 ,   182.50 ,     16521.3610 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   332 ,      33101 
   333 ,      33201 ,   183.60 ,     16621.4844 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   334 ,      33301 
   335 ,      33401 ,   184.70 ,     16721.6078 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   336 ,      33501 
   337 ,      33601 ,   185.80 ,     16821.7312 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   338 ,      33701 
   339 ,      33801 ,   186.90 ,     16921.8546 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   340 ,      33901 
   341 ,      34001 ,   188.00 ,     17021.9780 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   342 ,      34101 
   343 ,      34201 ,   189.10 ,     17122.1014 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   344 ,      34301 
   345 ,      34401 ,   190.20 ,     17222.2248 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   346 ,      34501 
   347 ,      34601 ,   191.30 ,     17322.3482 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   348 ,      34701 
   349 ,      34801 ,   192.40 ,     17422.4716 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   350 ,      34901 
   351 ,      35001 ,   193.50 ,     17522.5950 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   352 ,      35101 
   353 ,      35201 ,   194.60 ,     17622.7184 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   354 ,      35301 
   355 ,      35401 ,   195.70 ,     17722.8418 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   356 ,      35501 
   357 ,      35601 ,   196.80 ,     17822.9652 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   358 ,      35701 
   359 ,      35801 ,   197.90 ,     17923.0886 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   360 ,      35901 
   361 ,      36001 ,   199.00 ,     18023.2120 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   362 ,      36101 
   363 ,      36201 ,   200.10 ,     18123.3354 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   364 ,      36301 
   365 ,      36401 ,   201.20 ,     18223.4588 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   366 ,      36501 
   367 ,      36601 ,   202.30 ,     18323.5822 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   368 ,      36701 
   369 ,      36801 ,   203.40 ,     18423.7056 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   370 ,      36901 
   371 ,      37001 ,   204.50 ,     18523.8290 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   372 ,      37101 
   373 ,      37201 ,   205.60 ,     18623.9524 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   374 ,      37301 
   375 ,      37401 ,   206.70 ,     18724.0758 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   376 ,      37501 
   377 ,      37601 ,   207.80 ,     18824.1992 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   378 ,      37701 
   379 ,      37801 ,   208.90 ,     18924.3226 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   380 ,      37901 
   381 ,      38001 ,   210.00 ,     19024.4460 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   382 ,      38101 
   383 ,      38201 ,   211.10 ,     19124.5694 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   384 ,      38301 
   385 ,      38401 ,   212.20 ,     19224.6928 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   386 ,      38501 
   387 ,      38601 ,   213.30 ,     19324.8162 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   388 ,      38701 
   389 ,      38801 ,   214.40 ,     19424.9396 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   390 ,      38901 
   391 ,      39001 ,   215.50 ,     19525.0630 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   392 ,      39101 
   393 ,      39201 ,   216.60 ,     19625.1864 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   394 ,      39301 
   395 ,      39401 ,   217.70 ,     19725.3098 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   396 ,      39501 
   397 ,      39601 ,   218.80 ,     19825.4332 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   398 ,      39701 
   399 ,      39801 ,   219.90 ,     19925.5566 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   400 ,      39901 
   401 ,      40001 ,   221.00 ,     20025.6800 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   402 ,      40101 
   403 ,      40201 ,   222.10 ,     20125.8034 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   404 ,      40301 
   405 ,      40401 ,   223.20 ,     20225.9268 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   406 ,      40501 
   407 ,      40601 ,   224.30 ,     20326.0502 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   408 ,      40701 
   409 ,      40801 ,   225.40 ,     20426.1736 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   410 ,      40901 
   411 ,      41001 ,   226.50 ,     20526.2970 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   412 ,      41101 
   413 ,      41201 ,   227.60 ,     20626.4204 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   414 ,      41301 
   415 ,      41401 ,   228.70 ,     20726.5438 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   416 ,      41501 
   417 ,      41601 ,   229.80 ,     20826.6672 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   418 ,      41701 
   419 ,      41801 ,   230.90 ,     20926.7906 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   420 ,      41901 
   421 ,      42001 ,   232.00 ,     21026.9140 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   422 ,      42101 
   423 ,      42201 ,   233.10 ,     21127.0374 ,roy        ,good-bye   ,     1.00 ,21-jul-1991 ,   424 ,      42301 
